filme;nota;;;;;;
The Punisher;2,8;;;9899;The Producers;;0
The Purge;2,7;;;11980;The Prophecy;;0
The Purge: Anarchy;2,9;;;18240;The Proposal;;0
The Purge: Election Year;2,7;;;16608;The Proposition;;0
The Pursuit of D.B. Cooper;2,7;;;24055;The Puffy Chair;;0
The Pursuit of Happyness;3,8;;;7220;The Punisher;;0
The Queen;3,4;;;158015;The Purge;;0
The Quick and the Dead;3,4;;;238636;The Purge: Anarchy;;0
The Quiet;2,6;;;316727;The Purge: Election Year;;0
The Quiet American;3,3;;;45226;The Pursuit of D.B. Cooper;;0
The R.M.;2,6;;;1402;The Pursuit of Happyness;;0
The Rage: Carrie 2;2,4;;;1165;The Queen;;0
The Railway Man;3,2;;;12106;The Quick and the Dead;;0
The Rainmaker;3,4;;;9813;The Quiet;;0
The Raven;2,6;;;8198;The Quiet American;;0
The Reader;3,6;;;36825;The R.M.;;0
The Real Cancun;1,9;;;7341;The Rage: Carrie 2;;0
The Reaping;2,3;;;127560;The Railway Man;;0
The Red Violin;3,6;;;11975;The Rainmaker;;0
The Reef;2,6;;;70436;The Raven;;0
The Relic;2,8;;;8055;The Reader;;0
The Remains of the Day;3,9;;;19153;The Real Cancun;;0
The Replacement Killers;2,8;;;1683;The Reaping;;0
The Replacements;3;;;14283;The Red Violin;;0
The Return of the Living Dead;3,9;;;49787;The Reef;;0
The Return of the Pink Panther;3,4;;;11015;The Relic;;0
The Revenant;3,8;;;1245;The Remains of the Day;;0
The Ridiculous 6;1,7;;;11702;The Replacement Killers;;0
The Right Stuff;3,9;;;10393;The Replacements;;0
The Ring Two;2,4;;;10925;The Return of the Living Dead;;0
The Rise of the Krays;2,4;;;11843;The Return of the Pink Panther;;0
The Rite;2,6;;;281957;The Revenant;;0
The River Wild;3,2;;;347969;The Ridiculous 6;;0
The Road;3,6;;;9549;The Right Stuff;;0
The Road to El Dorado;3,5;;;10320;The Ring Two;;0
The Robe;3;;;356216;The Rise of the Krays;;0
The Rock;3,5;;;48171;The Rite;;0
The Rocker;2,7;;;8987;The River Wild;;0
The Rookie;3,1;;;20766;The Road;;0
The Roommate;2,1;;;10501;The Road to El Dorado;;0
The Rose;3,5;;;29912;The Robe;;0
The Royal Tenenbaums;4,1;;;9802;The Rock;;0
The Rugrats Movie;3;;;10186;The Rocker;;0
The Ruins;2,9;;;14635;The Rookie;;0
The Rules of Attraction;3,3;;;49950;The Roommate;;0
The Runaways;3,4;;;16323;The Rose;;0
The Rundown;3;;;9428;The Royal Tenenbaums;;0
The Running Man;3,2;;;14444;The Rugrats Movie;;0
The Saint;2,7;;;11152;The Ruins;;0
The Salon;-;;;1809;The Rules of Attraction;;0
The Santa Clause;3,1;;;27586;The Runaways;;0
The Santa Clause 2;2,6;;;10159;The Rundown;;0
The Savages;3,5;;;865;The Running Man;;0
The Scarlet Letter;2,4;;;10003;The Saint;;0
The Score;3,1;;;51820;The Salon;;0
The Scorpion King;2,2;;;11395;The Santa Clause;;0
The Second Best Exotic Marigold Hotel;3;;;9021;The Santa Clause 2;;0
The Secret;2,2;;;8272;The Savages;;0
The Secret Life of Bees;3,5;;;10533;The Scarlet Letter;;0
The Secret Life of Pets;2,8;;;11371;The Score;;0
The Secret Life of Walter Mitty;3,6;;;9334;The Scorpion King;;0
The Secret of Kells;3,8;;;268238;The Second Best Exotic Marigold Hotel;;0
The Sentinel;2,6;;;395766;The Secret;;0
The Sessions;3,4;;;12837;The Secret Life of Bees;;0
The Shadow;2,7;;;328111;The Secret Life of Pets;;0
The Shaggy Dog;1,7;;;116745;The Secret Life of Walter Mitty;;0
The Shallows;3;;;26963;The Secret of Kells;;0
The Shawshank Redemption;4,5;;;5820;The Sentinel;;0
The Shining;4,3;;;113947;The Sessions;;0
The Shipping News;2,9;;;8850;The Shadow;;0
The Siege;2,9;;;10067;The Shaggy Dog;;0
The Signal;2,8;;;332567;The Shallows;;0
The Silence of the Lambs;4,3;;;278;The Shawshank Redemption;;0
The Simpsons Movie;3,3;;;694;The Shining;;0
The Singing Detective;2,6;;;6440;The Shipping News;;0
The Singles Ward;2,5;;;9882;The Siege;;0
The Sisterhood of Night;2,9;;;242095;The Signal;;0
The Sisterhood of the Traveling Pants;3,3;;;274;The Silence of the Lambs;;0
The Sisterhood of the Traveling Pants 2;3;;;35;The Simpsons Movie;;0
The Sitter;2,4;;;30141;The Singing Detective;;0
The Sixth Sense;4;;;16653;The Singles Ward;;0
The Skeleton Key;3,1;;;206197;The Sisterhood of Night;;0
The Skeleton Twins;3,5;;;9779;The Sisterhood of the Traveling Pants;;0
The Skulls;2,4;;;10188;The Sisterhood of the Traveling Pants 2;;0
The Slaughter Rule;2,7;;;57431;The Sitter;;0
The Sleepwalker;2,9;;;745;The Sixth Sense;;0
The Smurfs;2,2;;;9913;The Skeleton Key;;0
The Smurfs 2;1,9;;;244772;The Skeleton Twins;;0
The Snow Queen;3,5;;;11478;The Skulls;;0
The Social Network;4;;;21801;The Slaughter Rule;;0
The Soloist;3;;;244776;The Sleepwalker;;0
The Son of No One;2,2;;;41513;The Smurfs;;0
The Sorcerer's Apprentice;2,6;;;77931;The Smurfs 2;;0
The Sound and the Shadow;-;;;37799;The Social Network;;0
The Sound of Music;4;;;17332;The Soloist;;0
The Spanish Prisoner;3,5;;;74536;The Son of No One;;0
The Specialist;2,4;;;27022;The Sorcerer's Apprentice;;0
The Specials;2,9;;;362765;The Sound and the Shadow;;0
The Spectacular Now;3,3;;;15121;The Sound of Music;;0
The Spiderwick Chronicles;3,1;;;29193;The Spanish Prisoner;;0
The Spirit;1,9;;;2636;The Specialist;;0
The SpongeBob Movie: Sponge Out of Water;2,7;;;29015;The Specials;;0
The SpongeBob SquarePants Movie;3,8;;;157386;The Spectacular Now;;0
The Spy Next Door;2,2;;;8204;The Spiderwick Chronicles;;0
The Spy Who Loved Me;3,4;;;8285;The Spirit;;0
The Square;3,6;;;228165;The SpongeBob Movie: Sponge Out of Water;;0
The Squid and the Whale;3,6;;;11836;The SpongeBob SquarePants Movie;;0
The Statement;2,8;;;23172;The Spy Next Door;;0
The Station Agent;3,7;;;691;The Spy Who Loved Me;;0
The Stepfather;3,4;;;159037;The Square;;0
The Stepford Wives;2,8;;;10707;The Squid and the Whale;;0
The Stewardesses;2,5;;;41488;The Statement;;0
The Sticky Fingers of Time;3,4;;;2056;The Station Agent;;0
The Sting;4,1;;;19904;The Stepfather;;0
The Story of Us;2,6;;;9890;The Stepford Wives;;0
The Straight Story;4;;;70478;The Stewardesses;;0
The Sum of All Fears;2,9;;;70687;The Sticky Fingers of Time;;0
The Sweeney;2,5;;;9277;The Sting;;0
The Sweet Hereafter;3,8;;;12220;The Story of Us;;0
The Sweetest Thing;2,7;;;404;The Straight Story;;0
The Switch;2,7;;;4614;The Sum of All Fears;;0
The Tailor of Panama;2,9;;;116613;The Sweeney;;0
The Taking of Pelham 1 2 3;2,9;;;10217;The Sweet Hereafter;;0
The Tale of Despereaux;2,6;;;11812;The Sweetest Thing;;0
The Talented Mr. Ripley;3,8;;;41210;The Switch;;0
The Tempest;2,5;;;2575;The Tailor of Panama;;0
The Ten;2,6;;;18487;The Taking of Pelham 1 2 3;;0
The Terminal;3,5;;;10199;The Tale of Despereaux;;0
The Terminator;3,9;;;1213;The Talented Mr. Ripley;;0
The Texas Chain Saw Massacre;3,9;;;44638;The Tempest;;0
The Texas Chainsaw Massacre 2;3,3;;;13173;The Ten;;0
The Texas Chainsaw Massacre: The Beginning;2,6;;;594;The Terminal;;0
The Theory of Everything;3,6;;;218;The Terminator;;0
The Thief and the Cobbler;3,5;;;30497;The Texas Chain Saw Massacre;;0
The Thin Red Line;4;;;16337;The Texas Chainsaw Massacre 2;;0
The Thing;4,3;;;10781;The Texas Chainsaw Massacre: The Beginning;;0
The Thing;3,7;;;266856;The Theory of Everything;;0
The Thirteenth Floor;3,2;;;26672;The Thief and the Cobbler;;0
The Thomas Crown Affair;3,3;;;8741;The Thin Red Line;;0
The Three Burials of Melquiades Estrada;3,6;;;1091;The Thing;;0
The Three Musketeers;2,4;;;1090;The Thirteenth Floor;;0
The Three Stooges;2,2;;;913;The Thomas Crown Affair;;0
The Tigger Movie;3,3;;;8053;The Three Burials of Melquiades Estrada;;0
The Timber;2,4;;;52451;The Three Musketeers;;0
The Time Machine;2,6;;;76489;The Three Stooges;;0
The Time Traveler's Wife;3,1;;;15655;The Tigger Movie;;0
The To Do List;3,1;;;322443;The Timber;;0
The Tooth Fairy;2,1;;;2135;The Time Machine;;0
The Tourist;2,6;;;24420;The Time Traveler's Wife;;0
The Town;3,6;;;129139;The To Do List;;0
The Toxic Avenger;3,3;;;53953;The Tooth Fairy;;0
The Toxic Avenger Part II;2,7;;;37710;The Tourist;;0
The Train;4;;;23168;The Town;;0
The Transporter;3;;;15239;The Toxic Avenger;;0
The Transporter Refueled;2,1;;;28165;The Toxic Avenger Part II;;0
The Tree of Life;3,8;;;3482;The Train;;0
The Trials Of Darryl Hunt;3,6;;;4108;The Transporter;;0
The Trouble with Harry;3,4;;;287948;The Transporter Refueled;;0
The Truman Show;4,2;;;8967;The Tree of Life;;0
The Tuxedo;2,3;;;37985;The Trials Of Darryl Hunt;;0
The Twilight Saga: Breaking Dawn - Part 2;2,8;;;11219;The Trouble with Harry;;0
The Twilight Saga: Eclipse;2,6;;;37165;The Truman Show;;0
The Twilight Saga: New Moon;2,6;;;10771;The Tuxedo;;0
The Ugly Truth;2,6;;;50620;The Twilight Saga: Breaking Dawn - Part 2;;0
The Ultimate Gift;2,8;;;24021;The Twilight Saga: Eclipse;;0
The Unborn;1,9;;;18239;The Twilight Saga: New Moon;;0
The Untouchables;3,7;;;20943;The Ugly Truth;;0
The Upside of Anger;3,1;;;14624;The Ultimate Gift;;0
The Usual Suspects;4;;;13788;The Unborn;;0
The Valley of Decision;3,3;;;117;The Untouchables;;0
The Vatican Exorcisms;1,9;;;11354;The Upside of Anger;;0
The Vatican Tapes;2;;;629;The Usual Suspects;;0
The Veil;2,2;;;43610;The Valley of Decision;;0
The Velocity of Gary;2,6;;;202604;The Vatican Exorcisms;;0
The Verdict;3,9;;;157544;The Vatican Tapes;;0
The Village;3,2;;;257087;The Veil;;0
The Virgin Suicides;3,8;;;133575;The Velocity of Gary;;0
The Virginity Hit;2,2;;;24226;The Verdict;;0
The Visit;3,1;;;6947;The Village;;0
The Visual Bible: The Gospel of John;3,4;;;1443;The Virgin Suicides;;0
The Vow;3;;;42889;The Virginity Hit;;0
The Wackness;3,3;;;298312;The Visit;;0
The Wailing;3,9;;;30973;The Visual Bible: The Gospel of John;;0
The Walk;3,3;;;72570;The Vow;;0
The Warlords;3,2;;;13990;The Wackness;;0
The Warrior's Way;2,7;;;285783;The Walk;;0
The Wash;2,4;;;46528;The Warrior's Way;;0
The Watch;2,4;;;13408;The Wash;;0
The Watcher;2,3;;;80035;The Watch;;0
The Water Diviner;3;;;10685;The Watcher;;0
The Waterboy;2,8;;;256917;The Water Diviner;;0
The Way of the Gun;3,1;;;10663;The Waterboy;;0
The Way Way Back;3,6;;;1619;The Way of the Gun;;0
The Weather Man;3,1;;;147773;The Way Way Back;;0
The Wedding Date;3;;;6963;The Weather Man;;0
The Wedding Planner;2,6;;;6961;The Wedding Date;;0
The Wendell Baker Story;2,6;;;2018;The Wedding Planner;;0
The White Countess;3,1;;;12183;The Wendell Baker Story;;0
The Whole Nine Yards;3;;;18840;The White Countess;;0
The Whole Ten Yards;2,3;;;2069;The Whole Nine Yards;;0
The Wicked Lady;2,6;;;2122;The Whole Ten Yards;;0
The Wicked Within;2,3;;;110683;The Wicked Lady;;0
The Wild Bunch;4;;;157422;The Wicked Within;;0
The Wild Thornberrys Movie;3;;;576;The Wild Bunch;;0
The Wind That Shakes the Barley;3,8;;;14317;The Wild Thornberrys Movie;;0
The Witch;3,9;;;1116;The Wind That Shakes the Barley;;0
The Wiz;3,1;;;310131;The Witch;;0
The Wizard of Oz;4;;;24961;The Wiz;;0
The Wolf of Wall Street;4;;;630;The Wizard of Oz;;0
The Wolfman;2,6;;;106646;The Wolf of Wall Street;;0
The Wolverine;2,9;;;7978;The Wolfman;;0
The Woman Chaser;3,6;;;76170;The Wolverine;;0
The Woman in Black;2,9;;;28666;The Woman Chaser;;0
The Women;2,4;;;65086;The Woman in Black;;0
The Wood;3,5;;;13972;The Women;;0
The Words;3,1;;;16158;The Wood;;0
The Work and the Glory;2,7;;;83686;The Words;;0
The Work and the Glory II: American Zion;3;;;36046;The Work and the Glory;;0
The Work and The Story;-;;;14631;The Work and the Glory II: American Zion;;0
The World Is Not Enough;2,8;;;266857;The Work and The Story;;0
The World's End;3,6;;;36643;The World Is Not Enough;;0
The World's Fastest Indian;3,5;;;107985;The World's End;;0
The Wraith;2,9;;;9912;The World's Fastest Indian;;0
The Wrestler;3,9;;;10017;The Wraith;;0
The X Files;3,4;;;12163;The Wrestler;;0
The X Files: I Want to Believe;2,7;;;846;The X Files;;0
The Yards;3,3;;;8836;The X Files: I Want to Believe;;0
The Yellow Handkerchief;3;;;19457;The Yards;;0
The Young and Prodigious T.S. Spivet;3,4;;;22556;The Yellow Handkerchief;;0
The Young Messiah;2,6;;;157841;The Young and Prodigious T.S. Spivet;;0
The Young Unknowns;-;;;318850;The Young Messiah;;0
The Young Victoria;3,4;;;146269;The Young Unknowns;;0
There Be Dragons;2,5;;;18320;The Young Victoria;;0
There Goes My Baby;3;;;45054;There Be Dragons;;0
There Will Be Blood;4,4;;;88641;There Goes My Baby;;0
There's Always Woodstock;2,7;;;7345;There Will Be Blood;;0
There's Something About Mary;3,2;;;297621;There's Always Woodstock;;0
Theresa Is a Mother;-;;;544;There's Something About Mary;;0
They;2,2;;;361398;Theresa Is a Mother;;0
They Came Together;3,2;;;16028;They;;0
They Live;3,8;;;180296;They Came Together;;0
They Will Have to Kill Us First;3,5;;;8337;They Live;;0
Things to Do in Denver When You're Dead;3,1;;;324322;They Will Have to Kill Us First;;0
Things We Lost in the Fire;3,3;;;400;Things to Do in Denver When You're Dead;;0
Think Like a Man;2,9;;;3877;Things We Lost in the Fire;;0
Think Like a Man Too;2,6;;;67660;Think Like a Man;;0
Thinner;2,6;;;184098;Think Like a Man Too;;0
Thir13en Ghosts;2,7;;;10280;Thinner;;0
Thirteen;3,6;;;9378;Thir13en Ghosts;;0
Thirteen Conversations About One Thing;3,3;;;11023;Thirteen;;0
Thirteen Days;3,3;;;17734;Thirteen Conversations About One Thing;;0
This Christmas;3,1;;;11973;Thirteen Days;;0
This Is 40;2,9;;;15250;This Christmas;;0
This Is England;4;;;89492;This Is 40;;0
This Is Martin Bonner;3,5;;;11798;This Is England;;0
This Is the End;3,2;;;158895;This Is Martin Bonner;;0
This Is Where I Leave You;3,1;;;109414;This Is the End;;0
This Means War;2,6;;;239678;This Is Where I Leave You;;0
This Thing of Ours;2,6;;;59962;This Means War;;0
Thomas and the Magic Railroad;2,4;;;67373;This Thing of Ours;;0
Thor;2,9;;;16110;Thomas and the Magic Railroad;;0
Thor: The Dark World;2,4;;;10195;Thor;;0
Thr3e;2,2;;;76338;Thor: The Dark World;;0
Three Kings;3,5;;;13569;Thr3e;;0
Three Men and a Baby;-;;;6415;Three Kings;;0
Three to Tango;2,5;;;12154;Three Men and a Baby;;0
Thumbsucker;3,2;;;10563;Three to Tango;;0
Thunderball;3,2;;;1546;Thumbsucker;;0
Thunderbirds;2,1;;;660;Thunderball;;0
Tiger Orange;2,8;;;14623;Thunderbirds;;0
Tim and Eric's Billion Dollar Movie;3,1;;;294086;Tiger Orange;;0
Timber Falls;2,3;;;79940;Tim and Eric's Billion Dollar Movie;;0
Time Bandits;3,5;;;8875;Timber Falls;;0
Time Changer;2,1;;;36819;Time Bandits;;0
Time to Choose;3,5;;;45767;Time Changer;;0
Timecop;2,8;;;370662;Time to Choose;;0
Timeline;2,5;;;8831;Timecop;;0
Tin Can Man;3,4;;;9562;Timeline;;0
Tin Cup;3;;;157185;Tin Can Man;;0
Tinker Tailor Soldier Spy;3,6;;;10478;Tin Cup;;0
Tiny Furniture;2,9;;;49517;Tinker Tailor Soldier Spy;;0
Titan A.E.;3,1;;;47607;Tiny Furniture;;0
Titanic;3,8;;;7450;Titan A.E.;;0
TMNT;2,7;;;597;Titanic;;0
To Be Frank, Sinatra at 100;3,1;;;1273;TMNT;;0
To Die For;3,6;;;459488;To Be Frank, Sinatra at 100;;0
To Kill a Mockingbird;4;;;577;To Die For;;0
To Rome with Love;2,6;;;595;To Kill a Mockingbird;;0
To Save A Life;2,3;;;81836;To Rome with Love;;0
To Write Love on Her Arms;3,1;;;41144;To Save A Life;;0
Tom Jones;2,8;;;75861;To Write Love on Her Arms;;0
Tombstone;3,5;;;5769;Tom Jones;;0
Tomcats;2;;;11969;Tombstone;;0
Tomorrow Never Dies;2,9;;;10646;Tomcats;;0
Tomorrowland;2,7;;;714;Tomorrow Never Dies;;0
Tootsie;3,7;;;158852;Tomorrowland;;0
Top Five;3,3;;;9576;Tootsie;;0
Top Gun;3,3;;;284296;Top Five;;0
Top Hat;3,8;;;744;Top Gun;;0
Top Spin;3,1;;;3080;Top Hat;;0
Topaz;2,8;;;331745;Top Spin;;0
Topsy-Turvy;3,8;;;2370;Topaz;;0
Tora! Tora! Tora!;3,5;;;46435;Topsy-Turvy;;0
Torn Curtain;3,1;;;11165;Tora! Tora! Tora!;;0
Torque;2,2;;;5780;Torn Curtain;;0
Total Recall;3,8;;;10718;Torque;;0
Touching the Void;3,8;;;861;Total Recall;;0
Tower Heist;2,6;;;11194;Touching the Void;;0
Town & Country;2;;;59108;Tower Heist;;0
Toy Story;4,2;;;24113;Town & Country;;0
Toy Story 2;3,9;;;862;Toy Story;;0
Toy Story 3;4;;;863;Toy Story 2;;0
Tracker;3,1;;;10193;Toy Story 3;;0
Trade;3,3;;;62255;Tracker;;0
Trade Of Innocents;2,8;;;4170;Trade;;0
Trading Places;3,6;;;135595;Trade Of Innocents;;0
Traffic;3,6;;;1621;Trading Places;;0
Train;2,2;;;1900;Traffic;;0
Training Day;3,8;;;22007;Train;;0
Trainspotting;4,1;;;2034;Training Day;;0
Trainwreck;2,8;;;627;Trainspotting;;0
Trance;3,1;;;271718;Trainwreck;;0
Transamerica;3,4;;;68727;Trance;;0
Transcendence;2,4;;;546;Transamerica;;0
Transformers;2,9;;;157353;Transcendence;;0
Transformers: Age of Extinction;2;;;1858;Transformers;;0
Transformers: Dark of the Moon;2,4;;;91314;Transformers: Age of Extinction;;0
Transformers: Revenge of the Fallen;2,2;;;38356;Transformers: Dark of the Moon;;0
Transporter 2;2,7;;;8373;Transformers: Revenge of the Fallen;;0
Transsiberian;3,1;;;9335;Transporter 2;;0
Trapeze;3,2;;;6687;Transsiberian;;0
Trash;3,3;;;40494;Trapeze;;0
Travellers and Magicians;3,5;;;206563;Trash;;0
Treachery;-;;;37232;Travellers and Magicians;;0
Treading Water;2,8;;;138976;Treachery;;0
Treasure Planet;3,7;;;166624;Treading Water;;0
Trees Lounge;3,6;;;9016;Treasure Planet;;0
Trekkies;3,3;;;27845;Trees Lounge;;0
Tremors;3,5;;;15800;Trekkies;;0
Triangle;3,4;;;9362;Tremors;;0
Triple 9;2,8;;;26466;Triangle;;0
Trippin';2,9;;;146198;Triple 9;;0
Trolljegeren;3,4;;;53862;Trippin';;0
TRON: Legacy;3,1;;;46146;Trolljegeren;;0
Troop Beverly Hills;3,1;;;20526;TRON: Legacy;;0
Tropa de Elite;4;;;22102;Troop Beverly Hills;;0
Tropic Thunder;3,5;;;7347;Tropa de Elite;;0
Trouble with the Curve;2,9;;;7446;Tropic Thunder;;0
Troy;3,2;;;87825;Trouble with the Curve;;0
Trucker;3,1;;;652;Troy;;0
True Grit;3,7;;;29406;Trucker;;0
True Lies;3,5;;;44264;True Grit;;0
True Romance;3,9;;;36955;True Lies;;0
Trust;4;;;319;True Romance;;0
Trust the Man;2,5;;;44945;Trust;;0
Truth or Dare;2;;;14057;Trust the Man;;0
Tsotsi;3,4;;;101179;Truth or Dare;;0
Tuck Everlasting;3;;;868;Tsotsi;;0
Tucker and Dale vs Evil;3,6;;;13768;Tuck Everlasting;;0
Tumbleweeds;3,3;;;46838;Tucker and Dale vs Evil;;0
Tupac: Resurrection;3,7;;;55123;Tumbleweeds;;0
Turbo;2,4;;;21525;Tupac: Resurrection;;0
Turbulence;2,5;;;77950;Turbo;;0
Tusk;2,5;;;34314;Turbulence;;0
Twilight;2,9;;;246403;Tusk;;0
Twilight Zone: The Movie;3,1;;;8966;Twilight;;0
Twin Falls Idaho;3,4;;;15301;Twilight Zone: The Movie;;0
Twins;2,9;;;33430;Twin Falls Idaho;;0
Twister;3,1;;;9493;Twins;;0
Twixt;2,5;;;664;Twister;;0
Two Can Play That Game;3;;;78381;Twixt;;0
Two Girls and a Guy;2,6;;;25462;Two Can Play That Game;;0
Two Lovers;3,7;;;32456;Two Girls and a Guy;;0
Two Lovers and a Bear;2,9;;;10362;Two Lovers;;0
Two Weeks Notice;3;;;325373;Two Lovers and a Bear;;0
Tycoon;3;;;2642;Two Weeks Notice;;0
U.F.O.;1,7;;;56930;Tycoon;;0
U2 3D;3,7;;;146631;U.F.O.;;0
U-571;3;;;37003;U2 3D;;0
UHF;3,5;;;3536;U-571;;0
Ulee's Gold;3,3;;;11959;UHF;;0
Ultramarines: A Warhammer 40,000 Movie;2,4;;;55306;Ulee's Gold;;0
Ultraviolet;1,9;;;52010;Ultramarines: A Warhammer 40,000 Movie;;0
Un monstre a Paris;3,5;;;9920;Ultraviolet;;0
Un Plan parfait;2,7;;;2841;Un long dimanche de fiançailles;;0
Unaccompanied Minors;2,7;;;77459;Un monstre à Paris;;0
Unbreakable;3,7;;;133698;Un Plan parfait;;0
Unbroken;3,4;;;18147;Unaccompanied Minors;;0
Under Siege 2: Dark Territory;2,5;;;9741;Unbreakable;;0
Under the Rainbow;2,4;;;227306;Unbroken;;0
Under the Skin;3,6;;;3512;Under Siege 2: Dark Territory;;0
Under the Tuscan Sun;3,3;;;47941;Under the Rainbow;;0
Underclassman;1,9;;;97370;Under the Skin;;0
Undercover Brother;2,9;;;10934;Under the Tuscan Sun;;0
Underworld;3;;;19803;Underclassman;;0
Underworld: Awakening;2,6;;;12277;Undercover Brother;;0
Underworld: Evolution;2,8;;;277;Underworld;;0
Underworld: Rise of the Lycans;2,8;;;52520;Underworld: Awakening;;0
Undiscovered;2,4;;;834;Underworld: Evolution;;0
Undisputed;2,8;;;12437;Underworld: Rise of the Lycans;;0
UnDivided;-;;;17926;Undiscovered;;0
Une femme mariee: Suite de fragments d'un film tourne en 1964;3,6;;;15070;Undisputed;;0
Unfaithful;3,1;;;320435;UnDivided;;0
Unfinished Business;2,1;;;40652;Une femme mariée: Suite de fragments d'un film tourné en 1964;;0
Unforgiven;4,1;;;2251;Unfaithful;;0
Unfriended;2,3;;;239573;Unfinished Business;;0
United 93;3,7;;;33;Unforgiven;;0
United Passions;1,2;;;277685;Unfriended;;0
Universal Soldier: The Return;2;;;9829;United 93;;0
Unknown;2,9;;;271331;United Passions;;0
Unleashed;3,2;;;10366;Universal Soldier: The Return;;0
Unnatural;2,2;;;48138;Unknown;;0
Unstoppable;3,2;;;10027;Unleashed;;0
Unsullied;2,7;;;356483;Unnatural;;0
Untraceable;2,7;;;44048;Unstoppable;;0
Up;4,1;;;323271;Unsullied;;0
Up Close & Personal;2,8;;;8090;Untraceable;;0
Up in the Air;3,5;;;14160;Up;;0
Urban Legend;2,8;;;9302;Up Close & Personal;;0
Urban Legends: Final Cut;2,4;;;22947;Up in the Air;;0
Urbania;3,3;;;9877;Urban Legend;;0
V for Vendetta;3,8;;;12212;Urban Legends: Final Cut;;0
